X,btc_usd,atrct,trvou,hrate,ntrep,mwtrv,vix,sp500,gold,silver,bearish,yuan_usd,gbp_usd,rub_usd,United_States,China,Nigeria,South.Africa,Venezuela,Colombia,Bolivia,Corona,Elon
2017-01-01,998.325012,12.27,33991911.05,2463610.66,290282,0,14.04,2238.83,1150,15.936,0.2574,0.143982,1.228803,0.016572,5,23,45,7,23,4,25,0,0
2017-01-02,1021.75,10.84,57597031.98,2526780.16,297650,0,14.04,2238.83,1150,15.936,0.2574,0.144013,1.234903,0.016332,5,23,45,7,23,4,25,0,0
2017-01-03,1043.839966,12.35,8324525.772,2589949.671,297536,0,12.85,2257.83,1160.400024,16.356001,0.2574,0.144009,1.228199,0.016332,5,23,45,7,23,4,25,0,0
2017-01-04,1154.72998,12.34,143134274.6,2432025.91,284086,0,11.85,2270.75,1163.800049,16.499001,0.2574,0.143682,1.22456,0.016414,5,23,45,7,23,4,25,0,0
2017-01-05,1013.380005,10.69,208498259.8,2210932.64,284086,0,11.67,2269,1179.699951,16.584,0.2523,0.144402,1.232681,0.016566,5,23,45,7,23,4,25,0,0
2017-01-06,902.200989,11.48333333,36041021.23,2542572.542,342362,0,11.32,2276.98,1171.900024,16.466,0.2523,0.145182,1.242545,0.016835,5,23,45,7,23,4,25,0,0
2017-01-07,908.585022,11.48,97175659.27,2195140.26,280726,0,11.32,2276.98,1171.900024,16.466,0.2523,0.145182,1.242545,0.016835,5,23,45,7,23,4,25,0,0
2017-01-08,911.198975,10.43,55303632.48,2637326.79,256862,0,11.32,2276.98,1171.900024,16.466,0.2523,0.145182,1.242545,0.016835,4,13,38,4,17,3,24,0,0
2017-01-09,902.828003,10.71666667,8183329.337,2147763.141,267011,0,11.56,2268.9,1183.5,16.629999,0.2523,0.144561,1.226091,0.016788,4,13,38,4,17,3,24,0,0
2017-01-10,907.679016,10.71,31485218.71,2679581.83,320848,0,11.49,2268.9,1184.199951,16.802999,0.2523,0.144161,1.217345,0.016638,4,13,38,4,17,3,24,0,0
2017-01-11,777.757019,10.71,131253668.4,2562350.13,299020,0,11.26,2275.32,1195.599976,16.783001,0.2523,0.144484,1.217434,0.016628,4,13,38,4,17,3,24,0,0
2017-01-12,804.833984,8.5,28015965.74,2897297.864,291655,0,11.54,2270.44,1198.900024,16.780001,0.2697,0.144173,1.221449,0.016729,4,13,38,4,17,3,24,0,0
2017-01-13,823.984009,8.5,55509952.11,2528855.36,271629,0,11.23,2274.64,1195.300049,16.719999,0.2697,0.145035,1.216545,0.016826,4,13,38,4,17,3,24,0,0
2017-01-14,818.411987,8.98,27475928.3,2880550.47,238971,0,11.23,2274.64,1195.300049,16.719999,0.2697,0.145035,1.216545,0.016826,4,13,38,4,17,3,24,0,0
2017-01-15,821.797974,7,5423872.051,2796813.545,232132,0,11.23,2274.64,1195.300049,16.719999,0.2697,0.145035,1.216545,0.016826,3,4,28,4,12,4,12,0,0
2017-01-16,831.533997,7,22109924.9,2830308.31,264758,0,11.23,2274.64,1195.300049,16.719999,0.2697,0.144953,1.203935,0.016768,3,4,28,4,12,4,12,0,0
2017-01-17,907.937988,12.6,66791560.4,2646087.06,288284,0,11.87,2267.89,1212,17.101999,0.2697,0.145117,1.204021,0.016727,3,4,28,4,12,4,12,0,0
2017-01-18,886.617981,12.425,11126738.06,2528855.361,293432,0,12.48,2271.89,1211.300049,17.235001,0.2697,0.146101,1.238804,0.016855,3,4,28,4,12,4,12,0,0
2017-01-19,899.072998,12.42,43734448.34,2914045.251,296740,0,12.78,2263.69,1200.900024,16.966999,0.3268,0.146242,1.225971,0.0168,3,4,28,4,12,4,12,0,0
2017-01-20,895.026001,10.02,27016866.76,3165256.048,295214,0,11.54,2271.31,1204.300049,16.997,0.3268,0.145745,1.233837,0.016762,3,4,28,4,12,4,12,0,0
2017-01-21,921.789001,9.925,5933570.218,3031276.956,260542,0,11.54,2271.31,1204.300049,16.997,0.3268,0.145745,1.233837,0.016762,3,4,28,4,12,4,12,0,0
2017-01-22,924.672974,9.925,41096750.86,3398969.892,233672,0,11.54,2271.31,1204.300049,16.997,0.3268,0.145745,1.233837,0.016762,2,6,22,4,13,4,20,0,0
2017-01-23,921.012024,9.975,24607895.53,2715269.052,234193,0,11.77,2265.2,1215,17.15,0.3268,0.145444,1.238697,0.016722,2,6,22,4,13,4,20,0,0
2017-01-24,892.687012,24.275,3210327.312,2910612.149,275603,0,11.07,2280.07,1210.300049,17.149,0.3268,0.146113,1.251721,0.016804,2,6,22,4,13,4,20,0,0
2017-01-25,901.541992,24.275,29651242.15,2930146.459,302881,0,10.81,2298.37,1197.300049,16.944,0.3268,0.146007,1.253306,0.016909,2,6,22,4,13,4,20,0,0
2017-01-26,917.585999,12.56666667,26226846.71,3066886.627,313554,0,10.63,2296.68,1189.5,16.813999,0.3349,0.145484,1.263408,0.016788,2,6,22,4,13,4,20,0,0
2017-01-27,919.75,10.225,4725016.234,3320832.653,260698,0,10.58,2294.69,1188.099976,17.1,0.3349,0.145383,1.259541,0.016589,2,6,22,4,13,4,20,0,0
2017-01-28,921.590027,10.225,12103240.46,2969215.078,242288,0,10.58,2294.69,1188.099976,17.1,0.3349,0.145383,1.259541,0.016589,2,6,22,4,13,4,20,0,0
2017-01-29,919.495972,16.925,8485259.812,3262229.724,237157,0,10.58,2294.69,1188.099976,17.1,0.3349,0.145383,1.259541,0.016589,3,6,21,4,18,4,15,0,0
2017-01-30,920.382019,10.43333333,1219424.714,2852009.22,242855,0,11.88,2280.9,1193.199951,17.122,0.3349,0.145285,1.259192,0.016729,3,6,21,4,18,4,15,0,0
2017-01-31,970.403015,10.43333333,50109300.36,2832474.91,302946,0,11.99,2278.87,1208.599976,17.511999,0.3349,0.145334,1.25,0.016745,3,6,21,4,18,4,15,0,0
2017-02-01,989.02301,23.925,35717457.43,3750587.467,344621,0,11.81,2279.55,1205.599976,17.42,0.3349,0.145376,1.25897,0.016624,3,6,21,4,18,4,15,0,0
2017-02-02,1011.799988,15.35,6847946.828,3066886.627,254199,0,11.93,2280.85,1216.699951,17.402,0.3417,0.14533,1.266143,0.016641,3,6,21,4,18,4,15,0,0
2017-02-03,1029.910034,15.35,54515239.49,2910612.149,318987,0,10.97,2297.42,1218.5,17.452999,0.3417,0.145349,1.252003,0.016845,3,6,21,4,18,4,15,0,0
2017-02-04,1042.900024,16.46666667,43595760.48,3043000.843,281343,0,10.97,2297.42,1218.5,17.452999,0.3417,0.145349,1.252003,0.016845,3,6,21,4,18,4,15,0,0
2017-02-05,1027.339966,16.675,5977596.746,3336807.821,286914,0,10.97,2297.42,1218.5,17.452999,0.3417,0.145349,1.252003,0.016845,3,4,19,5,12,4,28,0,0
2017-02-06,1038.150024,16.675,27544311.11,2623276.589,225330,0,11.37,2292.56,1230,17.667,0.3417,0.145514,1.248424,0.016965,3,4,19,5,12,4,28,0,0
2017-02-07,1061.349976,18.28333333,40471212.35,3168918.119,320854,152134.8081,11.29,2293.08,1234.199951,17.733,0.3417,0.145696,1.246836,0.016978,3,4,19,5,12,4,28,0,0
2017-02-08,1063.069946,13.03333333,5657035.661,3063987.056,302577,215143.7872,11.45,2294.67,1237.599976,17.683001,0.3417,0.145254,1.249625,0.016823,3,4,19,5,12,4,28,0,0
2017-02-09,994.382996,13.03333333,141974564.6,3546669.948,340140,1206762.974,10.88,2307.87,1235.099976,17.719999,0.2765,0.145507,1.252803,0.0169,3,4,19,5,12,4,28,0,0
2017-02-10,988.674011,16.625,64475260.2,3105959.481,299823,945602.4266,10.85,2316.1,1234.400024,17.912001,0.2765,0.14559,1.249812,0.01696,3,4,19,5,12,4,28,0,0
2017-02-11,1004.450012,17.15833333,10764385.16,2917083.567,259093,395864.9142,10.85,2316.1,1234.400024,17.912001,0.2765,0.14559,1.249812,0.01696,3,4,19,5,12,4,28,0,0
2017-02-12,999.18103,17.15833333,14753502.29,2959055.992,235095,108365.5579,10.85,2316.1,1234.400024,17.912001,0.2765,0.14559,1.249812,0.01696,3,4,19,3,11,5,23,0,0
2017-02-13,990.642029,13.975,29689012.95,3420752.672,284458,185670.2733,11.07,2328.25,1224.400024,17.804001,0.2765,0.145028,1.248455,0.017176,3,4,19,3,11,5,23,0,0
2017-02-14,1004.549988,12.775,4552916.952,3546669.948,311031,239062.4883,10.74,2337.58,1223.900024,17.872,0.2765,0.145359,1.252301,0.017264,3,4,19,3,11,5,23,0,0
2017-02-15,1007.47998,12.775,22919392.21,2917083.567,291325,319651.7294,11.97,2349.25,1231.699951,17.947001,0.2765,0.145628,1.247038,0.017532,3,4,19,3,11,5,23,0,0
2017-02-16,1027.439941,19.275,41105343.5,3189904.332,281408,1520373.869,11.76,2347.22,1240,18.063,0.3236,0.145594,1.246976,0.017443,3,4,19,3,11,5,23,0,0
2017-02-17,1046.209961,12.86666667,6172255.776,3168918.119,315601,722715.4366,11.49,2351.16,1237.599976,18.018999,0.3236,0.14593,1.248923,0.017371,3,4,19,3,11,5,23,0,0
2017-02-18,1054.420044,12.86666667,29732832.52,3330515.744,284460,155940.6381,11.49,2351.16,1237.599976,18.018999,0.3236,0.14593,1.248923,0.017371,3,4,19,3,11,5,23,0,0
2017-02-19,1047.869995,10.76666667,18054662.3,2936112.564,248233,82311.36062,11.49,2351.16,1237.599976,18.018999,0.3236,0.14593,1.248923,0.017371,3,11,20,4,12,5,33,0,0
2017-02-20,1079.97998,17.125,2386315.596,3242870.593,278516,149017.469,11.49,2351.16,1237.599976,18.018999,0.3236,0.145864,1.243394,0.017148,3,11,20,4,12,5,33,0,0
2017-02-21,1115.300049,17.125,67820657.93,3023757.715,275202,128393.5875,11.57,2365.38,1237.5,17.99,0.3236,0.145389,1.247334,0.017268,3,11,20,4,12,5,33,0,0
2017-02-22,1117.439941,12.28333333,59657200.09,3045669.003,280309,988821.9935,11.74,2362.82,1232,17.941999,0.3236,0.145294,1.248704,0.017423,3,11,20,4,12,5,33,0,0
2017-02-23,1166.719971,11.98333333,13221162.2,3286693.168,322248,1556005.13,11.71,2363.81,1250.199951,18.113001,0.3231,0.145482,1.245377,0.017265,3,11,20,4,12,5,33,0,0
2017-02-24,1173.680054,11.98333333,137557162.4,3637273.773,346494,175435.9505,11.47,2367.34,1256.900024,18.334999,0.3231,0.145656,1.255619,0.017321,3,11,20,4,12,5,33,0,0
2017-02-25,1143.839966,20.875,44343352.24,3659185.061,323031,103073.8382,11.47,2367.34,1256.900024,18.334999,0.3231,0.145656,1.255619,0.017321,3,11,20,4,12,5,33,0,0
2017-02-26,1165.199951,11,7174328.52,3900209.227,261607,111393.1671,11.47,2367.34,1256.900024,18.334999,0.3231,0.145656,1.255619,0.017321,4,5,15,4,12,5,44,0,0
2017-02-27,1179.969971,11,39226303.27,3155225.442,280623,152003.6701,12.09,2369.75,1257.400024,18.354,0.3231,0.144913,1.239956,0.017134,4,5,15,4,12,5,44,0,0
2017-02-28,1179.969971,12.16666667,44954233.93,3352427.032,321282,173969.6879,12.92,2363.64,1252.599976,18.42,0.3231,0.145558,1.243936,0.017187,4,5,15,4,12,5,44,0,0
2017-03-01,1222.5,14.38333333,8993970.456,3155225.442,311841,564999.9253,12.54,2395.96,1248.900024,18.443001,0.3231,0.145637,1.237808,0.017137,4,5,15,4,12,5,44,0,0
2017-03-02,1251.01001,14.38333333,83439118.77,3440072.183,325010,327485.5729,11.81,2381.92,1231.900024,17.705,0.3562,0.145302,1.22722,0.017171,4,5,15,4,12,5,44,0,0
2017-03-03,1274.98999,23.25,64767014.97,3458650.323,332794,1881421.068,10.96,2383.12,1225.5,17.697001,0.3562,0.145188,1.227476,0.01703,4,5,15,4,12,5,44,0,0
2017-03-04,1255.150024,21.15,9709655.67,3069265.85,262482,95332.369,10.96,2383.12,1225.5,17.697001,0.3562,0.145188,1.227476,0.01703,4,5,15,4,12,5,44,0,0
2017-03-05,1267.119995,21.15,27572866.81,3367030.447,277612,78331.32604,10.96,2383.12,1225.5,17.697001,0.3562,0.145188,1.227476,0.01703,4,3,16,5,13,6,42,0,0
2017-03-06,1272.829956,12.11666667,38898409.98,3252505.602,283724,102028.9697,11.24,2375.31,1224.5,17.725,0.3562,0.145007,1.230012,0.017186,4,3,16,5,13,6,42,0,0
2017-03-07,1223.540039,14.03333333,5472869.325,3504460.261,323888,328853.3449,11.45,2368.39,1215.099976,17.492001,0.3562,0.144997,1.22429,0.017172,4,3,16,5,13,6,42,0,0
2017-03-08,1150,14.03333333,101928717.1,3252505.602,293288,707658.6646,11.86,2362.98,1208.5,17.257,0.3562,0.144879,1.22045,0.017201,4,3,16,5,13,6,42,0,0
2017-03-09,1188.48999,13.76666667,64999435.16,3389935.416,299497,4148008.342,12.3,2364.87,1202.400024,16.993,0.465,0.144678,1.21773,0.016986,4,3,16,5,13,6,42,0,0
2017-03-10,1116.719971,10.08333333,9159399.673,3573175.168,304333,995899.0373,11.66,2372.6,1200.699951,16.882999,0.465,0.144714,1.215732,0.016876,4,3,16,5,13,6,42,0,0
2017-03-11,1175.829956,10.08333333,82143460.84,3412840.385,275869,79346.11503,11.66,2372.6,1200.699951,16.882999,0.465,0.144714,1.215732,0.016876,4,3,16,5,13,6,42,0,0
2017-03-12,1221.380005,15.675,52464174.42,3550270.199,217002,61317.24298,11.66,2372.6,1200.699951,16.882999,0.465,0.144714,1.215732,0.016876,4,11,14,5,15,6,62,0,0
2017-03-13,1231.920044,17.175,7110415.64,3321220.509,267429,104892.3018,11.35,2373.47,1202.400024,16.934999,0.465,0.145845,1.217137,0.01693,4,11,14,5,15,6,62,0,0
2017-03-14,1240,17.175,51575349.19,3573175.168,305173,638690.6554,12.3,2365.45,1201.900024,16.888,0.465,0.144655,1.220599,0.017014,4,11,14,5,15,6,62,0,0
2017-03-15,1249.609985,15.9,48633668.49,3252505.602,287668,401204.9022,11.63,2385.26,1200.099976,16.888,0.465,0.144624,1.215746,0.016896,4,11,14,5,15,6,62,0,0
2017-03-16,1187.810059,14.25,4909138.08,3504460.261,321647,136871.4428,11.21,2381.38,1226.5,17.296,0.387,0.144642,1.228426,0.017129,4,11,14,5,15,6,62,0,0
2017-03-17,1100.22998,14.25,145734375.2,3641704.837,287239,167891.2501,11.28,2378.25,1229.800049,17.379,0.387,0.144997,1.235117,0.01731,4,11,14,5,15,6,62,0,0
2017-03-18,973.817993,9.9,167014110.8,3712647.139,258496,540216.1145,11.28,2378.25,1229.800049,17.379,0.387,0.144997,1.235117,0.01731,4,11,14,5,15,6,62,0,0
2017-03-19,1036.73999,8.616666667,20683899.58,3925474.045,264398,4635800.949,11.28,2378.25,1229.800049,17.379,0.387,0.144997,1.235117,0.01731,3,5,17,5,14,5,43,0,0
2017-03-20,1054.22998,8.616666667,58718869.96,3216051.025,272808,1396845.199,11.34,2373.47,1233.599976,17.403,0.387,0.144841,1.238451,0.017497,3,5,17,5,14,5,43,0,0
2017-03-21,1120.540039,11.95,78169421.52,3357935.629,283124,4041221.185,12.47,2344.02,1246.099976,17.549999,0.387,0.144802,1.236705,0.017451,3,5,17,5,14,5,43,0,0
2017-03-22,1049.140015,13.3,12365630.34,3807236.875,311186,3013987.156,12.81,2348.45,1249.300049,17.545,0.387,0.145245,1.248206,0.017364,3,5,17,5,14,5,43,0,0
2017-03-23,1038.589966,13.3,47857364.16,3499820.233,282350,188299.5087,13.12,2345.96,1246.900024,17.563,0.305,0.145285,1.247505,0.017321,3,5,17,5,14,5,43,0,0
2017-03-24,937.52002,10.95,83342548.59,4161948.385,283721,178610.2856,12.96,2343.98,1248.199951,17.719999,0.305,0.145226,1.251878,0.017435,3,5,17,5,14,5,43,0,0
2017-03-25,972.778992,9.55,14801847.56,3145108.723,238389,124693.5967,12.96,2343.98,1248.199951,17.719999,0.305,0.145226,1.251878,0.017435,3,5,17,5,14,5,43,0,0
2017-03-26,966.724976,9.55,71646630.05,3925474.045,217800,88257.53229,12.96,2343.98,1248.199951,17.719999,0.305,0.145226,1.251878,0.017435,3,5,14,5,11,4,60,0,0
2017-03-27,1045.77002,7.2,79080569.24,3121461.289,227049,116325.6134,12.5,2341.59,1255.400024,18.08,0.305,0.145911,1.251455,0.017554,3,5,14,5,11,4,60,0,0
2017-03-28,1047.150024,10.7,9014906.701,3665352.271,288024,157848.5608,11.53,2358.57,1255.300049,18.225,0.305,0.145516,1.255792,0.017581,3,5,14,5,11,4,60,0,0
2017-03-29,1039.969971,10.7,61677763.73,3263345.893,278596,173940.3087,11.42,2361.13,1253.400024,18.228001,0.305,0.145385,1.242143,0.017554,3,5,14,5,11,4,60,0,0
2017-03-30,1026.430054,19.675,65011056.27,4073274.033,283301,140919.8694,11.54,2368.06,1245,18.184999,0.3738,0.145186,1.244044,0.017652,3,5,14,5,11,4,60,0,0
2017-03-31,1071.790039,20.475,8954743.434,3352999.966,253693,853679.1207,12.37,2362.72,1247.300049,18.235001,0.3738,0.145159,1.247847,0.017862,3,5,14,5,11,4,60,0,0
2017-04-01,1080.5,20.475,40562346.19,3278488.856,251056,1093182.738,12.37,2362.72,1247.300049,18.235001,0.3738,0.145159,1.247847,0.017862,3,5,14,5,11,4,60,0,0
2017-04-02,1102.170044,21.175,59295644.26,3924251.812,239570,2327743.914,12.37,2362.72,1247.300049,18.235001,0.3738,0.145159,1.247847,0.017862,3,2,11,5,8,5,47,0,0
2017-04-03,1143.810059,8.183333333,8283501.7,4371318.475,282680,1064139.036,12.38,2358.84,1250.800049,18.191,0.3738,0.145345,1.254076,0.017783,3,2,11,5,8,5,47,0,0
2017-04-04,1133.25,8.183333333,67370298.18,3104629.598,251099,396774.1394,11.79,2360.16,1255,18.302,0.3738,0.145266,1.249219,0.01783,3,2,11,5,8,5,47,0,0
2017-04-05,1124.780029,11.58333333,58001639.01,4023599.96,311013,248396.8088,12.89,2352.95,1245.400024,18.166,0.3738,0.145239,1.243998,0.017873,3,2,11,5,8,5,47,0,0
2017-04-06,1182.680054,11.53333333,6324972.712,3651044.408,284981,132114.529,12.39,2357.49,1250.300049,18.225,0.3962,0.145056,1.248907,0.017726,3,2,11,5,8,5,47,0,0
2017-04-07,1176.900024,11.53333333,60427563.2,4023599.96,290414,3989700.827,12.87,2355.54,1254.300049,18.129999,0.3962,0.144974,1.246867,0.017731,3,2,11,5,8,5,47,0,0
2017-04-08,1175.949951,15.65,31335396.15,3402674.04,223024,8484599.705,12.87,2355.54,1254.300049,18.129999,0.3962,0.144974,1.246867,0.017731,3,2,11,5,8,5,47,0,0
2017-04-09,1187.869995,7.6,3218963.16,3949088.849,234391,311253.6362,12.87,2355.54,1254.300049,18.129999,0.3962,0.144974,1.246867,0.017731,3,15,12,5,12,6,29,0,0
2017-04-10,1187.130005,7.6,41204040.55,3675881.445,270502,168214.9041,14.05,2357.16,1251.099976,17.893999,0.3962,0.144808,1.237517,0.017429,3,15,12,5,12,6,29,0,0
2017-04-11,1205.01001,15.175,39985187.82,4147785.144,302546,172068.7062,15.07,2353.78,1271.199951,18.233,0.3962,0.144858,1.242545,0.017512,3,15,12,5,12,6,29,0,0
2017-04-12,1200.369995,16.3,4252905.183,3526859.224,273122,249753.3561,15.77,2344.93,1275.300049,18.278999,0.3962,0.145121,1.249235,0.017535,3,15,12,5,12,6,29,0,0
2017-04-13,1169.280029,16.3,61700362.56,3287972.007,224281,138431.7244,15.96,2328.95,1285.900024,18.489,0.3738,0.145119,1.254989,0.017661,3,15,12,5,12,6,29,0,0
2017-04-14,1167.540039,13.18333333,43219939.69,3598646.527,284730,137633.6826,15.96,2328.95,1285.900024,18.489,0.3738,0.145212,1.250782,0.017775,3,15,12,5,12,6,29,0,0
2017-04-15,1172.52002,16.1,10502646.79,3909321.047,265810,101740.9012,15.96,2328.95,1285.900024,18.489,0.3738,0.145212,1.250782,0.017775,3,15,12,5,12,6,29,0,0
2017-04-16,1182.939941,16.1,19916836.26,3779873.33,206989,89604.18199,15.96,2328.95,1285.900024,18.489,0.3738,0.145212,1.250782,0.017775,3,6,11,4,10,6,46,0,0
2017-04-17,1193.910034,9.266666667,45260449.24,3572756.984,239335,166949.8567,14.66,2349.01,1289.400024,18.493,0.3738,0.145117,1.25351,0.017761,3,6,11,4,10,6,46,0,0
2017-04-18,1211.670044,16.575,4149184.111,3779873.33,296133,167306.1438,14.42,2342.19,1291.699951,18.250999,0.3738,0.14559,1.255777,0.017895,3,6,11,4,10,6,46,0,0
2017-04-19,1210.290039,16.575,38464163.44,3702204.7,303579,179174.5311,14.93,2338.17,1281.400024,18.136,0.3738,0.145309,1.284456,0.017795,3,6,11,4,10,6,46,0,0
2017-04-20,1229.079956,11.11666667,61652281.03,3598646.527,264274,148018.6549,14.15,2355.84,1281.900024,17.992001,0.387,0.145222,1.278233,0.017678,3,6,11,4,10,6,46,0,0
2017-04-21,1222.050049,14.875,7401082.154,4323553.741,324844,165558.6631,14.63,2348.69,1287.400024,17.83,0.387,0.145313,1.280197,0.017822,3,6,11,4,10,6,46,0,0
2017-04-22,1231.709961,14.875,47589977.23,3753983.787,264058,101571.6587,14.63,2348.69,1287.400024,17.83,0.387,0.145313,1.280197,0.017822,3,6,11,4,10,6,46,0,0
2017-04-23,1207.209961,14.475,48203962.26,3961100.134,240651,70637.29378,14.63,2348.69,1287.400024,17.83,0.387,0.145313,1.280197,0.017822,3,3,11,5,13,7,36,0,0
2017-04-24,1250.150024,11.8,3232723.227,3210303.377,217457,152517.151,10.84,2374.15,1275.800049,17.848,0.387,0.14723,1.282627,0.017722,3,3,11,5,13,7,36,0,0
2017-04-25,1265.48999,11.8,45876269.77,3831652.417,319182,204894.5795,10.76,2388.61,1265.599976,17.580999,0.387,0.145296,1.277661,0.017928,3,3,11,5,13,7,36,0,0
2017-04-26,1281.079956,24.675,64754541.5,3961100.134,328038,233206.8654,10.85,2387.45,1262.099976,17.353001,0.387,0.145313,1.283236,0.017838,3,3,11,5,13,7,36,0,0
2017-04-27,1317.72998,20.25,11210449.51,3814281.634,291567,244472.8201,10.36,2388.77,1263.699951,17.264999,0.3171,0.145094,1.284835,0.017514,3,3,11,5,13,7,36,0,0
2017-04-28,1316.47998,20.25,61518505.25,3528859.199,299621,203259.177,10.82,2384.2,1266.099976,17.191,0.3171,0.144993,1.289358,0.017552,3,3,11,5,13,7,36,0,0
2017-04-29,1321.790039,13.5,45569576.92,4488916.48,335709,163923.6436,10.82,2384.2,1266.099976,17.191,0.3171,0.144993,1.289358,0.017552,3,3,11,5,13,7,36,0,0
2017-04-30,1347.890015,14.5,5235290.85,3918071.61,276157,159251.0447,10.82,2384.2,1266.099976,17.191,0.3171,0.144993,1.289358,0.017552,5,8,14,8,12,8,64,0,0
2017-05-01,1421.599976,14.5,102136864.5,3892124.116,288424,207702.9727,10.11,2388.33,1253.300049,16.780001,0.3171,0.144674,1.293159,0.017565,5,8,14,8,12,8,64,0,0
2017-05-02,1452.819946,14.75,86306466.16,4099704.069,327015,215975.6557,10.59,2391.17,1255.099976,16.768999,0.3171,0.145075,1.28974,0.017552,5,8,14,8,12,8,64,0,0
2017-05-03,1490.089966,18.575,12982815.39,3425069.222,289205,135302.7673,10.68,2388.13,1246.400024,16.487,0.3171,0.145064,1.294163,0.017527,5,8,14,8,12,8,64,0,0
2017-05-04,1537.670044,18.575,178681011.6,4359179.01,347771,254395.7467,10.46,2389.52,1226.5,16.243999,0.2995,0.144997,1.287167,0.017444,5,8,14,8,12,8,64,0,0
2017-05-05,1555.449951,11.76666667,136654833.5,3347226.74,261046,138753.3003,10.57,2399.29,1224.800049,16.215,0.2995,0.145024,1.292491,0.017135,5,8,14,8,12,8,64,0,0
2017-05-06,1578.800049,15.63333333,23708416.5,4359179.01,357023,178218.2964,10.57,2399.29,1224.800049,16.215,0.2995,0.145024,1.292491,0.017135,5,8,14,8,12,8,64,0,0
2017-05-07,1596.709961,15.63333333,62492472.19,4333231.516,309348,271918.4175,10.57,2399.29,1224.800049,16.215,0.2995,0.145024,1.292491,0.017135,6,10,15,8,15,12,80,0,0
2017-05-08,1723.349976,15.4,139627613.3,4670548.939,356775,405038.6694,9.77,2399.38,1225.300049,16.198999,0.2995,0.14525,1.296563,0.017227,6,10,15,8,15,12,80,0,0
2017-05-09,1755.359985,10.61666667,31765892.65,4021861.587,326342,282177.4668,9.96,2396.92,1214.300049,16.007999,0.2995,0.144833,1.294331,0.017181,6,10,15,8,15,12,80,0,0
2017-05-10,1787.130005,10.61666667,131817395.9,4119773.002,302641,163196.0805,10.21,2399.63,1217.300049,16.150999,0.2995,0.144779,1.29485,0.017118,6,10,15,8,15,12,80,0,0
2017-05-11,1848.569946,17.45,151505814.8,3757901.049,288009,294230.3035,10.6,2394.44,1222.699951,16.209,0.3022,0.144865,1.293059,0.01741,6,10,15,8,15,12,80,0,0
2017-05-12,1724.23999,19.025,26974512.67,4286790.827,310036,335401.0813,10.4,2390.9,1226.199951,16.346001,0.3022,0.14485,1.289158,0.017522,6,10,15,8,15,12,80,0,0
2017-05-13,1804.910034,19.025,111469417.3,4398136.043,322439,176000.7202,10.4,2390.9,1226.199951,16.346001,0.3022,0.14485,1.289158,0.017522,6,10,15,8,15,12,80,0,0
2017-05-14,1808.910034,13.48333333,61547076.23,4565153.868,361974,228665.8274,10.4,2390.9,1226.199951,16.346001,0.3022,0.14485,1.289158,0.017522,6,36,13,9,17,12,60,0,0
2017-05-15,1738.430054,10.03333333,8581202,4732171.692,320922,261594.8497,10.42,2402.32,1228.599976,16.561001,0.3022,0.144883,1.28866,0.017519,6,36,13,9,17,12,60,0,0
2017-05-16,1734.449951,10.03333333,108385267.4,3674392.137,228555,195960.6766,10.65,2400.67,1235,16.693001,0.3022,0.145054,1.290306,0.017751,6,36,13,9,17,12,60,0,0
2017-05-17,1839.089966,13.7,132248945.8,4314627.131,307080,203437.0401,15.59,2357.03,1257.5,16.851999,0.3022,0.145167,1.291689,0.017722,6,36,13,9,17,12,60,0,0
2017-05-18,1888.650024,12.08333333,31802940.1,3952755.178,280634,148137.1865,14.66,2365.72,1251.699951,16.621,0.3425,0.145321,1.297017,0.017522,6,36,13,9,17,12,60,0,0
2017-05-19,1987.709961,12.08333333,154137281,4565153.868,309333,200186.0477,12.04,2381.73,1252.699951,16.75,0.3425,0.145157,1.29584,0.017384,6,36,13,9,17,12,60,0,0
2017-05-20,2084.72998,11.88333333,136549462.2,4592990.172,343449,165295.3278,12.04,2381.73,1252.699951,16.75,0.3425,0.145157,1.29584,0.017384,6,36,13,9,17,12,60,0,0
2017-05-21,2041.199951,10.23333333,24757265.57,4091936.698,316206,148983.9137,12.04,2381.73,1252.699951,16.75,0.3425,0.145157,1.29584,0.017384,14,31,17,18,23,17,70,0,0
2017-05-22,2173.399902,10.23333333,295717901.9,4064100.394,318975,159097.1687,10.93,2394.02,1260.699951,17.143,0.3425,0.145902,1.301219,0.017566,14,31,17,18,23,17,70,0,0
2017-05-23,2320.419922,11.36666667,203482045.6,4976737.782,354151,158245.1202,10.72,2398.42,1254.800049,17.091,0.3425,0.145256,1.299528,0.017668,14,31,17,18,23,17,70,0,0
2017-05-24,2443.639893,18,31598452.93,4562009.633,327095,188294.7361,10.02,2404.39,1252.400024,17.077,0.3425,0.145113,1.295656,0.017761,14,31,17,18,23,17,70,0,0
2017-05-25,2304.97998,18,401279047.7,4828620.586,343608,155684.1341,9.99,2415.07,1255.800049,17.152,0.3,0.145138,1.298027,0.017748,14,31,17,18,23,17,70,0,0
2017-05-26,2202.419922,11.7,324426983.6,4532386.194,328442,153847.3364,9.81,2415.82,1267.599976,17.283001,0.3,0.145609,1.293326,0.017605,14,31,17,18,23,17,70,0,0
2017-05-27,2038.869995,17,64580050.77,4976737.782,327298,107957.6497,9.81,2415.82,1267.599976,17.283001,0.3,0.145609,1.293326,0.017605,14,31,17,18,23,17,70,0,0
